지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
119,2022-04-01 01:02,6.6,0,102.6,.9,1023.8,1028.8,84.9,0,0
119,2022-04-01 01:03,6.6,0,105.5,1.1,1023.8,1028.8,85.1,0,0
119,2022-04-01 01:04,6.5,0,109.4,1.2,1023.8,1028.8,85.4,0,0
119,2022-04-01 01:05,6.5,0,108.5,1.1,1023.7,1028.7,85.7,0,0
119,2022-04-01 01:06,6.5,0,104.9,1,1023.9,1028.9,85.8,0,0
119,2022-04-01 01:07,6.5,0,86.5,1,1023.9,1028.9,86.1,0,0
119,2022-04-01 01:08,6.5,0,82.5,.9,1023.9,1028.9,86.6,0,0
119,2022-04-01 01:09,6.7,0,78.5,1.2,1023.9,1028.9,86.9,0,0
119,2022-04-01 01:10,6.7,0,91.3,1.7,1024,1029,86.5,0,0
119,2022-04-01 01:11,6.7,0,91.2,1.9,1024,1029,86.5,0,0
119,2022-04-01 01:12,6.9,0,90.3,1.6,1024,1029,86.9,0,0
119,2022-04-01 01:13,7,0,102.8,1.5,1023.9,1028.9,86.2,0,0
119,2022-04-01 01:14,7.1,0,98.2,1.7,1023.9,1028.9,85.8,0,0
119,2022-04-01 01:15,7.2,0,106.1,1.8,1023.9,1028.8,85,0,0
119,2022-04-01 01:16,7.3,0,103.8,2.1,1023.9,1028.8,84.8,0,0
119,2022-04-01 01:17,7.5,0,99.3,2.1,1023.9,1028.8,84.1,0,0
119,2022-04-01 01:18,7.5,0,103.6,2.3,1023.9,1028.8,83.6,0,0
119,2022-04-01 01:19,7.5,0,98.6,2.2,1023.9,1028.8,83.2,0,0
119,2022-04-01 01:20,7.6,0,103,2.7,1023.9,1028.8,82.8,0,0
119,2022-04-01 01:21,7.6,0,98.3,2.6,1023.9,1028.8,82.5,0,0
119,2022-04-01 01:22,7.6,0,101.1,2.3,1023.9,1028.8,82.3,0,0
119,2022-04-01 01:23,7.7,0,100.3,2.3,1023.9,1028.8,82,0,0
119,2022-04-01 01:24,7.7,0,95.8,2.8,1023.9,1028.8,81.6,0,0
119,2022-04-01 01:25,7.8,0,98.3,2.7,1023.8,1028.7,81.4,0,0
119,2022-04-01 01:26,7.8,0,101.7,2.7,1023.8,1028.7,80.8,0,0
119,2022-04-01 01:27,7.9,0,102.1,2.2,1023.8,1028.7,80.7,0,0
119,2022-04-01 01:28,7.9,0,106.7,2.2,1023.8,1028.7,80.1,0,0
119,2022-04-01 01:29,7.8,0,109.5,2.2,1023.8,1028.7,79.9,0,0
119,2022-04-01 01:30,7.8,0,110.1,2.2,1023.7,1028.6,80.2,0,0
119,2022-04-01 01:31,7.7,0,106.5,2.6,1023.7,1028.6,79.7,0,0
119,2022-04-01 01:32,7.7,0,100.3,2.7,1023.7,1028.6,79.5,0,0
119,2022-04-01 01:33,7.8,0,111.2,2.8,1023.7,1028.6,79.2,0,0
119,2022-04-01 01:34,7.8,0,102.9,3,1023.7,1028.6,78.9,0,0
119,2022-04-01 01:35,7.8,0,103.9,2.4,1023.8,1028.7,78.6,0,0
119,2022-04-01 01:36,7.8,0,109,2.7,1023.8,1028.7,78.4,0,0
119,2022-04-01 01:37,7.9,0,100.9,2.9,1023.8,1028.7,78.3,0,0
119,2022-04-01 01:38,7.9,0,108.2,2.5,1023.8,1028.7,77.6,0,0
119,2022-04-01 01:39,7.9,0,107.2,2.3,1023.8,1028.7,77.6,0,0
119,2022-04-01 01:40,7.8,0,105.3,2.4,1023.8,1028.7,77.8,0,0
119,2022-04-01 01:41,7.8,0,104.5,2,1023.8,1028.7,77.8,0,0
119,2022-04-01 01:42,7.8,0,102.9,2,1023.8,1028.7,77.8,0,0
119,2022-04-01 01:43,7.8,0,112.7,2.4,1023.8,1028.7,77.8,0,0
119,2022-04-01 01:44,7.7,0,104.6,2.1,1023.8,1028.7,77.7,0,0
119,2022-04-01 01:45,7.7,0,100,2.3,1023.8,1028.7,77.7,0,0
119,2022-04-01 01:46,7.6,0,107.3,2.8,1023.8,1028.7,77.9,0,0
119,2022-04-01 01:47,7.7,0,109.5,2.1,1023.8,1028.7,77.7,0,0
119,2022-04-01 01:48,7.6,0,106.2,2,1023.8,1028.7,77.8,0,0
119,2022-04-01 01:49,7.6,0,114.6,1.9,1023.8,1028.7,78.1,0,0
119,2022-04-01 01:50,7.7,0,117.7,1.7,1023.7,1028.6,77.8,0,0
119,2022-04-01 01:51,7.6,0,121.7,1.5,1023.8,1028.7,78,0,0
119,2022-04-01 01:52,7.6,0,106.9,1.9,1023.8,1028.7,77.9,0,0
119,2022-04-01 01:53,7.5,0,113.6,1.7,1023.8,1028.7,78.1,0,0
119,2022-04-01 01:54,7.5,0,106.5,1.9,1023.8,1028.7,78.1,0,0
119,2022-04-01 01:55,7.4,0,109,1.8,1023.8,1028.7,78.1,0,0
119,2022-04-01 01:56,7.4,0,108.3,1.9,1023.8,1028.7,78.1,0,0
119,2022-04-01 01:57,7.4,0,108.1,1.9,1023.8,1028.7,78.3,0,0
119,2022-04-01 01:58,7.4,0,114.6,2,1023.8,1028.7,78,0,0
119,2022-04-01 01:59,7.3,0,109.9,1.9,1023.8,1028.7,78.4,0,0
119,2022-04-01 02:00,7.3,0,109,1.9,1023.8,1028.7,78.8,0,0
119,2022-04-01 02:01,7.3,0,110,2.2,1023.8,1028.7,78.3,0,0
119,2022-04-01 02:02,7.2,0,107.2,1.9,1023.8,1028.7,78.1,0,0
119,2022-04-01 02:03,7.2,0,103.8,1.8,1023.8,1028.7,78.3,0,0
119,2022-04-01 02:04,7.2,0,107.8,2.1,1023.8,1028.7,78.5,0,0
119,2022-04-01 02:05,7.2,0,105.5,1.9,1023.7,1028.6,78.2,0,0
119,2022-04-01 02:06,7.3,0,103.7,2,1023.8,1028.7,78.4,0,0
119,2022-04-01 02:07,7.2,0,101.1,2.4,1023.8,1028.7,78.2,0,0
119,2022-04-01 02:08,7.3,0,95.7,2.1,1023.7,1028.6,78,0,0
119,2022-04-01 02:09,7.2,0,94,2,1023.7,1028.6,78.2,0,0
119,2022-04-01 02:10,7.2,0,91.4,2.3,1023.7,1028.6,78.2,0,0
119,2022-04-01 02:11,7.2,0,94.8,2,1023.7,1028.6,78.1,0,0
119,2022-04-01 02:12,7.2,0,96.6,2.5,1023.7,1028.6,78.6,0,0
119,2022-04-01 02:13,7.2,0,89.6,2.7,1023.8,1028.7,78.1,0,0
119,2022-04-01 02:14,7.3,0,100.5,2.1,1023.8,1028.7,78.2,0,0
119,2022-04-01 02:15,7.3,0,90.4,2.1,1023.7,1028.6,77.8,0,0
119,2022-04-01 02:16,7.3,0,88.8,1.5,1023.8,1028.7,77.8,0,0
119,2022-04-01 02:17,7.2,0,102.3,1.1,1023.8,1028.7,77.6,0,0
119,2022-04-01 02:18,7.3,0,108.7,1.4,1023.7,1028.6,78.1,0,0
119,2022-04-01 02:19,7.2,0,113.1,1.8,1023.7,1028.6,77.8,0,0
119,2022-04-01 02:20,7.2,0,112.9,1.7,1023.7,1028.6,78,0,0
119,2022-04-01 02:21,7.2,0,110,1.7,1023.7,1028.6,78.1,0,0
119,2022-04-01 02:22,7.2,0,103.8,1.6,1023.7,1028.6,78.3,0,0
119,2022-04-01 02:23,7.2,0,97.4,1.6,1023.7,1028.6,77.6,0,0
119,2022-04-01 02:24,7.3,0,95.1,1.4,1023.7,1028.6,77.8,0,0
119,2022-04-01 02:25,7.2,0,107.8,1.4,1023.7,1028.6,78,0,0
119,2022-04-01 02:26,7.2,0,112,1.6,1023.7,1028.6,77.9,0,0
119,2022-04-01 02:27,7.3,0,126,1.5,1023.7,1028.6,78.1,0,0
119,2022-04-01 02:28,7.2,0,128.4,1.3,1023.7,1028.6,77.8,0,0
119,2022-04-01 02:29,7.1,0,127.7,1.4,1023.7,1028.7,77.9,0,0
119,2022-04-01 02:30,7.1,0,121.4,1.5,1023.7,1028.7,78.6,0,0
119,2022-04-01 02:31,7.1,0,119.5,1.4,1023.7,1028.7,78,0,0
119,2022-04-01 02:32,7.2,0,116.7,1.4,1023.7,1028.6,78.2,0,0
119,2022-04-01 02:33,7.1,0,124.4,1.5,1023.7,1028.7,78.2,0,0
119,2022-04-01 02:34,7.1,0,129.1,1.9,1023.7,1028.7,78.3,0,0
119,2022-04-01 02:35,7.1,0,126.3,1.8,1023.6,1028.5,78.2,0,0
119,2022-04-01 02:36,7.1,0,114.9,1.6,1023.7,1028.7,77.8,0,0
119,2022-04-01 02:37,7,0,121.9,1.6,1023.7,1028.7,78.6,0,0
119,2022-04-01 02:38,7,0,119.3,1.7,1023.7,1028.7,78.3,0,0
119,2022-04-01 02:39,6.9,0,122,1.7,1023.7,1028.7,78.6,0,0
119,2022-04-01 02:40,6.9,0,130.8,1.4,1023.7,1028.7,78.7,0,0
119,2022-04-01 02:41,6.8,0,126.7,1.3,1023.7,1028.7,78.7,0,0
119,2022-04-01 02:42,6.8,0,123.9,1.5,1023.7,1028.7,79.2,0,0
119,2022-04-01 02:43,6.7,0,125.5,1.4,1023.6,1028.6,79.7,0,0
119,2022-04-01 02:44,6.7,0,115.3,1.5,1023.6,1028.6,79.4,0,0
119,2022-04-01 02:45,6.7,0,112,1.4,1023.6,1028.6,79.4,0,0
119,2022-04-01 02:46,6.7,0,101.3,1.2,1023.6,1028.6,79.5,0,0
119,2022-04-01 02:47,6.7,0,91,1.2,1023.6,1028.6,79.6,0,0
119,2022-04-01 02:48,6.7,0,104.9,1.6,1023.6,1028.6,80.2,0,0
119,2022-04-01 02:49,6.7,0,102.6,1.8,1023.6,1028.6,79.8,0,0
119,2022-04-01 02:50,6.6,0,102,1.6,1023.6,1028.6,79.9,0,0
119,2022-04-01 02:51,6.6,0,107.4,1.5,1023.6,1028.6,79.8,0,0
119,2022-04-01 02:52,6.6,0,82.6,1.2,1023.6,1028.6,80.2,0,0
119,2022-04-01 02:53,6.4,0,74.9,.6,1023.6,1028.6,80.5,0,0
119,2022-04-01 02:54,6.3,0,93.5,.9,1023.6,1028.6,80.9,0,0
119,2022-04-01 02:55,6.3,0,79.8,.7,1023.7,1028.7,80.9,0,0
119,2022-04-01 02:56,6.1,0,69.3,.3,1023.7,1028.7,80.9,0,0
119,2022-04-01 02:57,5.9,0,81.2,.4,1023.7,1028.7,81.8,0,0
119,2022-04-01 02:58,5.9,0,100,.4,1023.7,1028.7,81.8,0,0
119,2022-04-01 02:59,5.8,0,133,.3,1023.7,1028.7,82.4,0,0
119,2022-04-01 03:00,5.7,0,141.7,.1,1023.7,1028.7,82.7,0,0
119,2022-04-01 03:01,5.6,0,78.8,.1,1023.7,1028.7,83.2,0,0
119,2022-04-01 03:02,5.6,0,0,.1,1023.7,1028.7,83.2,0,0
119,2022-04-01 03:03,5.6,0,241.8,.3,1023.7,1028.7,83.9,0,0
119,2022-04-01 03:04,5.6,0,143.9,.3,1023.7,1028.7,84.1,0,0
119,2022-04-01 03:05,5.5,0,131.3,.6,1023.7,1028.7,84,0,0
119,2022-04-01 03:06,5.6,0,132.2,.8,1023.8,1028.8,84.7,0,0
119,2022-04-01 03:07,5.7,0,135.3,.6,1023.8,1028.8,84.6,0,0
119,2022-04-01 03:08,5.8,0,148.8,.5,1023.8,1028.8,85.2,0,0
119,2022-04-01 03:09,5.9,0,177.1,.4,1023.8,1028.8,84.7,0,0
119,2022-04-01 03:10,5.9,0,253.3,.2,1023.7,1028.7,84.7,0,0
119,2022-04-01 03:11,5.9,0,157.1,.6,1023.8,1028.8,84.5,0,0
119,2022-04-01 03:12,6,0,158.1,1,1023.8,1028.8,85.1,0,0
119,2022-04-01 03:13,6.1,0,160.7,.9,1023.9,1028.9,84.5,0,0
119,2022-04-01 03:14,6.2,0,180.5,.5,1023.9,1028.9,83.3,0,0
119,2022-04-01 03:15,5.9,0,159.3,.2,1023.8,1028.8,82.5,0,0
119,2022-04-01 03:16,5.8,0,104.1,.7,1023.9,1028.9,83.3,0,0
119,2022-04-01 03:17,5.9,0,146.5,.8,1024,1029,83.6,0,0
119,2022-04-01 03:18,5.9,0,140.3,.9,1023.9,1028.9,83.7,0,0
119,2022-04-01 03:19,6.1,0,173.8,.7,1023.9,1028.9,83.7,0,0
119,2022-04-01 03:20,6.2,0,166.4,.9,1023.8,1028.8,83.5,0,0
119,2022-04-01 03:21,6.4,0,172.2,.9,1024,1029,83.4,0,0
119,2022-04-01 03:22,6.5,0,153.8,.8,1024,1029,82.4,0,0
119,2022-04-01 03:23,6.4,0,120.3,1,1024,1029,81.5,0,0
119,2022-04-01 03:24,6.4,0,118,1.1,1024,1029,81.6,0,0
119,2022-04-01 03:25,6.5,0,139.4,1,1024,1029,81.8,0,0
119,2022-04-01 03:26,6.5,0,138.4,.9,1024,1029,80.9,0,0
119,2022-04-01 03:27,6.4,0,153.1,.7,1024,1029,80.9,0,0
119,2022-04-01 03:28,6.4,0,205.7,.6,1024,1029,80.9,0,0
119,2022-04-01 03:29,6.2,0,189.3,.7,1024,1029,80.7,0,0
119,2022-04-01 03:30,6.1,0,177.2,.5,1024,1029,81.4,0,0
119,2022-04-01 03:31,5.9,0,158.5,.7,1024,1029,81.3,0,0
119,2022-04-01 03:32,5.9,0,156.7,1,1024,1029,82,0,0
119,2022-04-01 03:33,6,0,154.2,1.1,1024,1029,82.2,0,0
119,2022-04-01 03:34,5.9,0,140.6,1.3,1024,1029,82.6,0,0
119,2022-04-01 03:35,5.9,0,143.4,1.3,1024,1029,82.1,0,0
119,2022-04-01 03:36,6,0,143.3,1.1,1024,1029,82.5,0,0
119,2022-04-01 03:37,6.1,0,144.5,1.2,1024,1029,82.3,0,0
119,2022-04-01 03:38,6.2,0,130.1,1,1024,1029,82.5,0,0
119,2022-04-01 03:39,6.2,0,130.8,.9,1024,1029,81.9,0,0
119,2022-04-01 03:40,6.2,0,122.9,1.1,1024,1029,81.7,0,0
119,2022-04-01 03:41,6.3,0,121,1.1,1024,1029,81.9,0,0
119,2022-04-01 03:42,6.3,0,125.6,1.1,1024.1,1029.1,81.5,0,0
119,2022-04-01 03:43,6.4,0,116.3,1.3,1024.1,1029.1,82,0,0
119,2022-04-01 03:44,6.4,0,116.4,1.1,1024.1,1029.1,81.1,0,0
119,2022-04-01 03:45,6.4,0,109.5,1,1024.1,1029.1,81,0,0
119,2022-04-01 03:46,6.3,0,111.4,.9,1024.1,1029.1,81,0,0
119,2022-04-01 03:47,6.2,0,99.3,.8,1024.1,1029.1,81.5,0,0
119,2022-04-01 03:48,6.2,0,96.6,.9,1024.1,1029.1,81.3,0,0
119,2022-04-01 03:49,6.2,0,93.2,1.1,1024.1,1029.1,81.1,0,0
119,2022-04-01 03:50,6,0,85.8,1,1024.1,1029.1,81,0,0
119,2022-04-01 03:51,5.9,0,82.1,1,1024.1,1029.1,81.9,0,0
119,2022-04-01 03:52,5.8,0,70.2,.9,1024.1,1029.1,82,0,0
119,2022-04-01 03:53,5.7,0,60.3,.8,1024.1,1029.1,82.4,0,0
119,2022-04-01 03:54,5.7,0,78,.8,1024.1,1029.1,83,0,0
119,2022-04-01 03:55,5.8,0,82.1,.8,1024.1,1029.1,83.5,0,0
119,2022-04-01 03:56,5.6,0,51.9,.8,1024.1,1029.1,83,0,0
119,2022-04-01 03:57,5.5,0,41.1,1,1024.2,1029.2,83.2,0,0
119,2022-04-01 03:58,5.6,0,50.9,1,1024.2,1029.2,83.8,0,0
119,2022-04-01 03:59,5.7,0,46.4,1,1024.2,1029.2,84.6,0,0
119,2022-04-01 04:00,5.6,0,30.3,.6,1024.2,1029.2,83.7,0,0
119,2022-04-01 04:01,5.4,0,30.6,.7,1024.2,1029.2,83.7,0,0
119,2022-04-01 04:02,5.4,0,27.1,.7,1024.2,1029.2,84,0,0
119,2022-04-01 04:03,5.4,0,22.1,.7,1024.2,1029.2,84.6,0,0
119,2022-04-01 04:04,5.3,0,11.4,.9,1024.2,1029.2,84.4,0,0
119,2022-04-01 04:05,5.2,0,21.2,1.2,1024.2,1029.2,84.7,0,0
119,2022-04-01 04:06,5.2,0,11.2,.8,1024.2,1029.2,85.8,0,0
119,2022-04-01 04:07,5.2,0,21.6,.9,1024.2,1029.2,85.1,0,0
119,2022-04-01 04:08,5.2,0,9.3,1.1,1024.2,1029.2,85.5,0,0
119,2022-04-01 04:09,5.1,0,13.9,1.2,1024.2,1029.2,85.5,0,0
119,2022-04-01 04:10,5.1,0,11.7,1.5,1024.2,1029.2,86.3,0,0
119,2022-04-01 04:11,5.3,0,21.9,1.3,1024.2,1029.2,86.1,0,0
119,2022-04-01 04:12,5.2,0,29,1.3,1024.2,1029.2,86,0,0
119,2022-04-01 04:13,5.3,0,20.6,.9,1024.2,1029.2,86.5,0,0
119,2022-04-01 04:14,5.5,0,18.4,1.1,1024.2,1029.2,86.3,0,0
119,2022-04-01 04:15,5.5,0,27.1,1.1,1024.2,1029.2,86,0,0
119,2022-04-01 04:16,5.4,0,29.8,1,1024.2,1029.2,85.6,0,0
119,2022-04-01 04:17,5.4,0,15.5,1,1024.2,1029.2,86.1,0,0
119,2022-04-01 04:18,5.3,0,14.8,.9,1024.2,1029.2,85.1,0,0
119,2022-04-01 04:19,5.3,0,.1,.9,1024.2,1029.2,85.6,0,0
119,2022-04-01 04:20,5.4,0,3.8,.5,1024.2,1029.2,85.5,0,0
119,2022-04-01 04:21,5.1,0,353,.5,1024.2,1029.2,85,0,0
119,2022-04-01 04:22,4.8,0,1,.5,1024.2,1029.2,84.6,0,0
119,2022-04-01 04:23,4.6,0,357.9,.5,1024.2,1029.2,85.3,0,0
119,2022-04-01 04:24,4.6,0,1.5,.5,1024.2,1029.2,86.3,0,0
119,2022-04-01 04:25,4.4,0,11.8,.5,1024.3,1029.3,86.3,0,0
119,2022-04-01 04:26,4.4,0,3.6,.6,1024.2,1029.2,86.6,0,0
119,2022-04-01 04:27,4.3,0,14.4,.5,1024.2,1029.2,87.5,0,0
119,2022-04-01 04:28,4.4,0,14.6,.6,1024.2,1029.2,87.2,0,0
119,2022-04-01 04:29,4.3,0,12.1,.5,1024.2,1029.2,87.6,0,0
119,2022-04-01 04:30,4.2,0,12,.6,1024.2,1029.2,88,0,0
119,2022-04-01 04:31,4.2,0,42.8,.3,1024.3,1029.3,87.6,0,0
119,2022-04-01 04:32,4.1,0,17.5,.4,1024.3,1029.3,87.8,0,0
119,2022-04-01 04:33,4,0,18.4,.6,1024.3,1029.3,88.4,0,0
119,2022-04-01 04:34,4.1,0,23.7,.4,1024.3,1029.3,88.4,0,0
119,2022-04-01 04:35,4,0,39,.2,1024.3,1029.3,88.7,0,0
119,2022-04-01 04:36,4.1,0,33.4,.3,1024.3,1029.3,89.2,0,0
119,2022-04-01 04:37,4.1,0,26.5,.5,1024.3,1029.3,89.2,0,0
119,2022-04-01 04:38,4.1,0,34.6,.5,1024.3,1029.3,89.3,0,0
119,2022-04-01 04:39,4.2,0,27.9,.7,1024.3,1029.3,89.7,0,0
119,2022-04-01 04:40,4.3,0,30.6,.7,1024.2,1029.2,90.1,0,0
119,2022-04-01 04:41,4.4,0,37.2,.8,1024.2,1029.2,89.8,0,0
119,2022-04-01 04:42,4.4,0,18.4,.8,1024.2,1029.2,90.2,0,0
119,2022-04-01 04:43,4.5,0,25.8,.8,1024.2,1029.2,90.2,0,0
119,2022-04-01 04:44,4.5,0,27.2,.9,1024.2,1029.2,90,0,0
119,2022-04-01 04:45,4.6,0,25.5,.8,1024.2,1029.2,90.2,0,0
119,2022-04-01 04:46,4.7,0,18.9,.9,1024.2,1029.2,90.1,0,0
119,2022-04-01 04:47,4.7,0,19.7,1.1,1024.2,1029.2,89.9,0,0
119,2022-04-01 04:48,4.8,0,25.3,1.1,1024.2,1029.2,89.7,0,0
119,2022-04-01 04:49,4.8,0,28.8,1.1,1024.2,1029.2,90.1,0,0
119,2022-04-01 04:50,4.7,0,34.1,1,1024.2,1029.2,89.4,0,0
119,2022-04-01 04:51,4.9,0,28.5,1.2,1024.2,1029.2,89.5,0,0
119,2022-04-01 04:52,5.1,0,29.8,1.2,1024.2,1029.2,89.9,0,0
119,2022-04-01 04:53,5,0,25.3,1,1024.2,1029.2,88.9,0,0
119,2022-04-01 04:54,5.1,0,20,1.2,1024.1,1029.1,89,0,0
119,2022-04-01 04:55,5.3,0,16.6,1.2,1024.2,1029.2,88.9,0,0
119,2022-04-01 04:56,5.4,0,16.1,1.3,1024.2,1029.2,88.8,0,0
119,2022-04-01 04:57,5.4,0,22.1,1.4,1024.2,1029.2,88,0,0
119,2022-04-01 04:58,5.5,0,20.1,1.4,1024.2,1029.2,87.5,0,0
119,2022-04-01 04:59,5.6,0,16.6,1.4,1024.2,1029.2,87.6,0,0
119,2022-04-01 05:00,5.9,0,16.9,1.3,1024.2,1029.2,86,0,0
119,2022-04-01 05:01,5.9,0,17.1,1.3,1024.3,1029.3,85.1,0,0
119,2022-04-01 05:02,5.8,0,21.9,1.4,1024.3,1029.3,84,0,0
119,2022-04-01 05:03,5.8,0,30.9,1.3,1024.3,1029.3,84.5,0,0
119,2022-04-01 05:04,5.6,0,28.3,1.2,1024.3,1029.3,83.4,0,0
119,2022-04-01 05:05,5.6,0,21.8,1.1,1024.3,1029.3,83.4,0,0
119,2022-04-01 05:06,5.7,0,17.9,1.3,1024.3,1029.3,83.4,0,0
119,2022-04-01 05:07,5.7,0,31.7,1,1024.3,1029.3,83.4,0,0
119,2022-04-01 05:08,5.7,0,19.3,1,1024.3,1029.3,82.8,0,0
119,2022-04-01 05:09,5.7,0,13.4,1,1024.3,1029.3,82.7,0,0
119,2022-04-01 05:10,5.6,0,32,1,1024.3,1029.3,83.2,0,0
119,2022-04-01 05:11,5.5,0,32.3,1,1024.3,1029.3,82.5,0,0
119,2022-04-01 05:12,5.6,0,41,1.4,1024.3,1029.3,83,0,0
119,2022-04-01 05:13,5.7,0,36.4,1,1024.3,1029.3,82.4,0,0
119,2022-04-01 05:14,5.7,0,37.7,.9,1024.3,1029.3,82.7,0,0
119,2022-04-01 05:15,5.8,0,46.8,1,1024.4,1029.4,81.9,0,0
119,2022-04-01 05:16,5.7,0,37.2,1.1,1024.4,1029.4,81.6,0,0
119,2022-04-01 05:17,5.7,0,24.8,1.2,1024.4,1029.4,81.8,0,0
119,2022-04-01 05:18,5.8,0,26.6,1.1,1024.4,1029.4,81.9,0,0
