지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
119,2022-06-01 00:53,17.7,0,114.4,1,1003.9,1008.5,50.7,0,0
119,2022-06-01 00:54,17.7,0,116.7,1.2,1003.9,1008.5,50.4,0,0
119,2022-06-01 00:55,17.6,0,112.5,1.2,1003.9,1008.5,50.4,0,0
119,2022-06-01 00:56,17.7,0,118.1,1.6,1003.9,1008.5,50.2,0,0
119,2022-06-01 00:57,17.7,0,117.7,1.3,1003.8,1008.4,50.5,0,0
119,2022-06-01 00:58,17.6,0,114,1.3,1003.8,1008.4,49.9,0,0
119,2022-06-01 00:59,17.7,0,123,1.2,1003.8,1008.4,49.9,0,0
119,2022-06-01 01:00,17.7,0,121.5,1.1,1003.8,1008.4,49.6,0,0
119,2022-06-01 01:01,17.7,0,100.7,1.2,1003.7,1008.3,49.9,0,0
119,2022-06-01 01:02,17.7,0,119.2,1.2,1003.7,1008.3,49.7,0,0
119,2022-06-01 01:03,17.7,0,112.3,1.2,1003.7,1008.3,49.8,0,0
119,2022-06-01 01:04,17.7,0,124.5,1.3,1003.7,1008.3,49.5,0,0
119,2022-06-01 01:05,17.7,0,129.5,1.3,1003.7,1008.3,49.5,0,0
119,2022-06-01 01:06,17.7,0,130.2,1.5,1003.7,1008.3,49.3,0,0
119,2022-06-01 01:07,17.7,0,130.3,1.8,1003.7,1008.3,49.7,0,0
119,2022-06-01 01:08,17.8,0,127,1.4,1003.7,1008.3,49.3,0,0
119,2022-06-01 01:09,17.7,0,137.2,1.5,1003.7,1008.3,49.3,0,0
119,2022-06-01 01:10,17.7,0,138.1,1.4,1003.7,1008.3,49.3,0,0
119,2022-06-01 01:11,17.8,0,146.5,1.7,1003.7,1008.3,49,0,0
119,2022-06-01 01:12,17.7,0,143.8,1.7,1003.7,1008.3,49.2,0,0
119,2022-06-01 01:13,17.7,0,145.1,1.5,1003.7,1008.3,49.1,0,0
119,2022-06-01 01:14,17.7,0,154.8,1.5,1003.7,1008.3,49.2,0,0
119,2022-06-01 01:15,17.6,0,154.7,1.2,1003.7,1008.3,49.2,0,0
119,2022-06-01 01:16,17.6,0,150.1,1.3,1003.7,1008.3,49.3,0,0
119,2022-06-01 01:17,17.6,0,157.8,1.8,1003.6,1008.2,48.8,0,0
119,2022-06-01 01:18,17.8,0,155.3,1.8,1003.6,1008.2,48.8,0,0
119,2022-06-01 01:19,17.8,0,166.6,2.4,1003.6,1008.2,48.3,0,0
119,2022-06-01 01:20,17.9,0,150.9,2.7,1003.6,1008.2,47.9,0,0
119,2022-06-01 01:21,18.2,0,154.1,2.2,1003.6,1008.2,47.3,0,0
119,2022-06-01 01:22,18.1,0,157.9,2.2,1003.6,1008.2,47.3,0,0
119,2022-06-01 01:23,18.3,0,153.9,1.9,1003.6,1008.2,46.6,0,0
119,2022-06-01 01:24,18.3,0,157.5,2,1003.6,1008.2,46.6,0,0
119,2022-06-01 01:25,18.3,0,159.1,1.6,1003.6,1008.2,46.6,0,0
119,2022-06-01 01:26,18.2,0,154.8,1.8,1003.6,1008.2,46.3,0,0
119,2022-06-01 01:27,18.2,0,144.2,2,1003.6,1008.2,46.5,0,0
119,2022-06-01 01:28,18.2,0,147.5,2,1003.6,1008.2,46.4,0,0
119,2022-06-01 01:29,18.2,0,162.1,1.7,1003.6,1008.2,46.7,0,0
119,2022-06-01 01:30,18.1,0,157.4,1.8,1003.6,1008.2,46.3,0,0
119,2022-06-01 01:31,18.2,0,152.4,2.1,1003.6,1008.2,45.8,0,0
119,2022-06-01 01:32,18.3,0,147,1.6,1003.6,1008.2,46,0,0
119,2022-06-01 01:33,18.2,0,164,1.7,1003.6,1008.2,46,0,0
119,2022-06-01 01:34,18.1,0,152,1.6,1003.6,1008.2,46.3,0,0
119,2022-06-01 01:35,18.2,0,154,1.8,1003.6,1008.2,45.8,0,0
119,2022-06-01 01:36,18.2,0,153.2,1.8,1003.6,1008.2,46,0,0
119,2022-06-01 01:37,18.2,0,150.5,1.7,1003.6,1008.2,46.1,0,0
119,2022-06-01 01:38,18.1,0,155.6,1.7,1003.6,1008.2,46.4,0,0
119,2022-06-01 01:39,18.1,0,157.8,1.8,1003.6,1008.2,46,0,0
119,2022-06-01 01:40,18.2,0,155,1.9,1003.6,1008.2,46,0,0
119,2022-06-01 01:41,18.2,0,156.3,1.9,1003.6,1008.2,46,0,0
119,2022-06-01 01:42,18.2,0,152.4,1.9,1003.6,1008.2,46,0,0
119,2022-06-01 01:43,18.2,0,148.6,1.6,1003.6,1008.2,46.1,0,0
119,2022-06-01 01:44,18.1,0,148.7,1.6,1003.6,1008.2,46.2,0,0
119,2022-06-01 01:45,18.1,0,147.4,1.9,1003.6,1008.2,46.6,0,0
119,2022-06-01 01:46,18,0,145.6,1.9,1003.6,1008.2,46.8,0,0
119,2022-06-01 01:47,18,0,147.4,1.9,1003.6,1008.2,46.9,0,0
119,2022-06-01 01:48,17.9,0,147.1,1.8,1003.6,1008.2,46.8,0,0
119,2022-06-01 01:49,17.9,0,144.6,1.5,1003.6,1008.2,47.4,0,0
119,2022-06-01 01:50,17.9,0,128,1.6,1003.6,1008.2,47,0,0
119,2022-06-01 01:51,17.9,0,140.6,1.8,1003.6,1008.2,47.4,0,0
119,2022-06-01 01:52,17.8,0,143.6,1.8,1003.6,1008.2,47.4,0,0
119,2022-06-01 01:53,17.8,0,136,1.7,1003.6,1008.2,47.5,0,0
119,2022-06-01 01:54,17.8,0,133.6,1.7,1003.6,1008.2,47.7,0,0
119,2022-06-01 01:55,17.7,0,122.1,1.5,1003.6,1008.2,47.8,0,0
119,2022-06-01 01:56,17.7,0,124.3,1.7,1003.6,1008.2,48.2,0,0
119,2022-06-01 01:57,17.6,0,125.8,1.8,1003.6,1008.2,48.3,0,0
119,2022-06-01 01:58,17.6,0,125.7,1.9,1003.6,1008.2,48.9,0,0
119,2022-06-01 01:59,17.5,0,120,1.7,1003.7,1008.4,48.8,0,0
119,2022-06-01 02:00,17.5,0,122,1.6,1003.7,1008.4,49.4,0,0
119,2022-06-01 02:01,17.4,0,121.4,1.7,1003.7,1008.4,49.5,0,0
119,2022-06-01 02:02,17.5,0,121.1,1.7,1003.7,1008.4,49.5,0,0
119,2022-06-01 02:03,17.5,0,124.8,1.8,1003.7,1008.4,49.6,0,0
119,2022-06-01 02:04,17.4,0,116.4,1.8,1003.7,1008.4,49.5,0,0
119,2022-06-01 02:05,17.3,0,127.6,2.1,1003.7,1008.4,49.7,0,0
119,2022-06-01 02:06,17.3,0,142.7,2.2,1003.8,1008.5,49.3,0,0
119,2022-06-01 02:07,17.3,0,134.3,1.9,1003.8,1008.5,49.5,0,0
119,2022-06-01 02:08,17.3,0,136.1,1.9,1003.8,1008.5,49.6,0,0
119,2022-06-01 02:09,17.2,0,126.7,2,1003.8,1008.5,49.9,0,0
119,2022-06-01 02:10,17.3,0,125,2.2,1003.8,1008.5,49.7,0,0
119,2022-06-01 02:11,17.3,0,122.3,2.2,1003.8,1008.5,49.8,0,0
119,2022-06-01 02:12,17.3,0,118.2,2.2,1003.8,1008.5,49.7,0,0
119,2022-06-01 02:13,17.2,0,120.1,2.2,1003.7,1008.4,50,0,0
119,2022-06-01 02:14,17.2,0,118.9,2.1,1003.8,1008.5,50,0,0
119,2022-06-01 02:15,17.2,0,120.2,2,1003.8,1008.5,50,0,0
119,2022-06-01 02:16,17.2,0,131.2,1.9,1003.8,1008.5,49.9,0,0
119,2022-06-01 02:17,17.2,0,119.5,1.8,1003.8,1008.5,50.4,0,0
119,2022-06-01 02:18,17.1,0,121.6,2,1003.8,1008.5,50.3,0,0
119,2022-06-01 02:19,17.2,0,115.4,2.3,1003.8,1008.5,50.3,0,0
119,2022-06-01 02:20,17.2,0,119.5,2.1,1003.8,1008.5,50.6,0,0
119,2022-06-01 02:21,17.1,0,119.4,2,1003.9,1008.6,50.3,0,0
119,2022-06-01 02:22,17.1,0,122.3,2,1003.9,1008.6,50.4,0,0
119,2022-06-01 02:23,17.1,0,123.2,2,1003.9,1008.6,50.6,0,0
119,2022-06-01 02:24,17.1,0,126.3,2.1,1003.9,1008.6,50.1,0,0
119,2022-06-01 02:25,17.2,0,126.7,2.2,1003.9,1008.6,50.1,0,0
119,2022-06-01 02:26,17.2,0,131.4,2.1,1003.8,1008.5,49.6,0,0
119,2022-06-01 02:27,17.3,0,132,1.9,1003.8,1008.5,49.8,0,0
119,2022-06-01 02:28,17.2,0,129.8,2,1003.8,1008.5,49.7,0,0
119,2022-06-01 02:29,17.3,0,133,2,1003.8,1008.5,49.2,0,0
119,2022-06-01 02:30,17.4,0,141.7,2,1003.8,1008.5,48.7,0,0
119,2022-06-01 02:31,17.4,0,140,1.6,1003.8,1008.5,48.7,0,0
119,2022-06-01 02:32,17.4,0,135.6,1.8,1003.7,1008.4,48.7,0,0
119,2022-06-01 02:33,17.3,0,141.7,1.8,1003.7,1008.4,48.4,0,0
119,2022-06-01 02:34,17.4,0,139.8,1.8,1003.7,1008.4,47.9,0,0
119,2022-06-01 02:35,17.4,0,142.5,2,1003.7,1008.4,47.9,0,0
119,2022-06-01 02:36,17.4,0,139,1.8,1003.7,1008.4,47.9,0,0
119,2022-06-01 02:37,17.3,0,144.4,1.6,1003.7,1008.4,48.5,0,0
119,2022-06-01 02:38,17.2,0,137.9,1.4,1003.7,1008.4,48.7,0,0
119,2022-06-01 02:39,17.2,0,130.6,1.6,1003.7,1008.4,48.7,0,0
119,2022-06-01 02:40,17.2,0,136.3,1.6,1003.7,1008.4,49,0,0
119,2022-06-01 02:41,17.2,0,137,1.3,1003.7,1008.4,48.8,0,0
119,2022-06-01 02:42,17.2,0,136.5,1.3,1003.7,1008.4,49.2,0,0
119,2022-06-01 02:43,17.2,0,126.6,1.5,1003.7,1008.4,49.3,0,0
119,2022-06-01 02:44,17.1,0,135.4,1.5,1003.7,1008.4,49.2,0,0
119,2022-06-01 02:45,17.1,0,135.6,1.3,1003.7,1008.4,49.3,0,0
119,2022-06-01 02:46,17.1,0,133.4,1,1003.7,1008.4,49.4,0,0
119,2022-06-01 02:47,17.1,0,122,1.1,1003.8,1008.5,49.6,0,0
119,2022-06-01 02:48,17.1,0,133.1,.9,1003.8,1008.5,49.6,0,0
119,2022-06-01 02:49,17,0,108.8,.7,1003.8,1008.5,49.9,0,0
119,2022-06-01 02:50,16.9,0,119.6,.7,1003.8,1008.5,50.1,0,0
119,2022-06-01 02:51,16.7,0,122.3,.7,1003.8,1008.5,51,0,0
119,2022-06-01 02:52,16.5,0,92.7,.5,1003.8,1008.5,51.6,0,0
119,2022-06-01 02:53,16.4,0,100.5,.4,1003.8,1008.5,52,0,0
119,2022-06-01 02:54,16.3,0,69.6,.3,1003.8,1008.5,52.3,0,0
119,2022-06-01 02:55,16.3,0,83,.4,1003.8,1008.5,52.4,0,0
119,2022-06-01 02:56,16.2,0,106.5,.4,1003.8,1008.5,52.7,0,0
119,2022-06-01 02:57,16.2,0,97.6,.3,1003.9,1008.6,52.9,0,0
119,2022-06-01 02:58,16.2,0,99,.3,1003.9,1008.6,53.1,0,0
119,2022-06-01 02:59,16,0,129.5,.2,1003.9,1008.6,53.4,0,0
119,2022-06-01 03:00,15.9,0,172.1,.2,1003.9,1008.6,53.8,0,0
119,2022-06-01 03:01,15.9,0,176.5,.3,1003.9,1008.6,54,0,0
119,2022-06-01 03:02,15.8,0,171,.3,1003.9,1008.6,54.3,0,0
119,2022-06-01 03:03,15.9,0,179,.4,1003.9,1008.6,54.2,0,0
119,2022-06-01 03:04,15.9,0,176.4,.5,1003.9,1008.6,53.9,0,0
119,2022-06-01 03:05,15.9,0,174.8,.4,1003.8,1008.5,54.7,0,0
119,2022-06-01 03:06,15.9,0,202.8,.4,1003.8,1008.5,54.1,0,0
119,2022-06-01 03:07,15.8,0,224.1,.6,1003.8,1008.5,54.5,0,0
119,2022-06-01 03:08,15.6,0,218.5,.6,1003.8,1008.5,55.9,0,0
119,2022-06-01 03:09,15.4,0,202,.4,1003.8,1008.5,57,0,0
119,2022-06-01 03:10,15.3,0,208.1,.6,1003.8,1008.5,57.2,0,0
119,2022-06-01 03:11,15.2,0,209.1,.5,1003.8,1008.5,57.1,0,0
119,2022-06-01 03:12,15.1,0,217.9,.5,1003.8,1008.5,57.1,0,0
119,2022-06-01 03:13,15.1,0,223.8,.6,1003.8,1008.5,57.3,0,0
119,2022-06-01 03:14,15.1,0,232.4,.6,1003.8,1008.5,57.5,0,0
119,2022-06-01 03:15,15.1,0,239.8,.5,1003.9,1008.6,58.1,0,0
119,2022-06-01 03:16,15,0,258.7,.4,1003.9,1008.6,58.1,0,0
119,2022-06-01 03:17,14.9,0,263.2,.4,1003.9,1008.6,58.2,0,0
119,2022-06-01 03:18,14.9,0,276.1,.1,1003.9,1008.6,58.3,0,0
119,2022-06-01 03:19,15,0,292.2,.2,1003.9,1008.6,58.2,0,0
119,2022-06-01 03:20,15,0,320.1,.2,1003.9,1008.6,58.7,0,0
119,2022-06-01 03:21,15,0,335.4,.4,1003.9,1008.6,58.2,0,0
119,2022-06-01 03:22,15,0,320.4,.4,1003.9,1008.6,58.1,0,0
119,2022-06-01 03:23,15.1,0,332.3,.4,1003.9,1008.6,57.2,0,0
119,2022-06-01 03:24,15.2,0,336.4,.2,1003.8,1008.5,57,0,0
119,2022-06-01 03:25,15.2,0,0,0,1003.8,1008.5,56.9,0,0
119,2022-06-01 03:26,15.2,0,0,0,1003.8,1008.5,56.8,0,0
119,2022-06-01 03:27,15.3,0,162.6,.2,1003.8,1008.5,57.3,0,0
119,2022-06-01 03:28,15.4,0,152.7,.4,1003.8,1008.5,57.4,0,0
119,2022-06-01 03:29,15.4,0,154.8,.7,1003.8,1008.5,56.6,0,0
119,2022-06-01 03:30,15.5,0,161,.7,1003.7,1008.4,55.6,0,0
119,2022-06-01 03:31,15.7,0,163.1,.8,1003.7,1008.4,55.1,0,0
119,2022-06-01 03:32,15.8,0,153.5,1.1,1003.7,1008.4,54.8,0,0
119,2022-06-01 03:33,15.9,0,140,1.1,1003.7,1008.4,54.6,0,0
119,2022-06-01 03:34,16.1,0,138.8,1.2,1003.6,1008.3,54.9,0,0
119,2022-06-01 03:35,16.2,0,137.1,1.2,1003.6,1008.3,54.7,0,0
119,2022-06-01 03:36,16.3,0,136.1,1.3,1003.6,1008.3,54.2,0,0
119,2022-06-01 03:37,16.5,0,135.6,1.3,1003.6,1008.3,53.3,0,0
119,2022-06-01 03:38,16.5,0,132.6,1.2,1003.5,1008.2,53.1,0,0
119,2022-06-01 03:39,16.5,0,132.9,1.4,1003.5,1008.2,53.1,0,0
119,2022-06-01 03:40,16.5,0,119.5,1.3,1003.5,1008.2,52.9,0,0
119,2022-06-01 03:41,16.5,0,114.5,1.3,1003.5,1008.2,52.8,0,0
119,2022-06-01 03:42,16.5,0,95.4,1.2,1003.5,1008.2,52.5,0,0
119,2022-06-01 03:43,16.4,0,76.2,1.1,1003.5,1008.2,52.9,0,0
119,2022-06-01 03:44,16.4,0,71.8,1.2,1003.6,1008.3,53,0,0
119,2022-06-01 03:45,16.1,0,60.7,1.2,1003.6,1008.3,53.8,0,0
119,2022-06-01 03:46,16,0,36.3,1.1,1003.7,1008.4,53.7,0,0
119,2022-06-01 03:47,16,0,17.4,.9,1003.8,1008.5,53.8,0,0
119,2022-06-01 03:48,15.8,0,18.6,1.1,1003.8,1008.5,54.6,0,0
119,2022-06-01 03:49,15.6,0,14,1.3,1003.9,1008.6,55.2,0,0
119,2022-06-01 03:50,15.6,0,17.1,1.9,1003.9,1008.6,55.8,0,0
119,2022-06-01 03:51,15.6,0,358.3,1.7,1004,1008.7,56.1,0,0
119,2022-06-01 03:52,15.5,0,349.2,1.9,1004.1,1008.8,56.6,0,0
119,2022-06-01 03:53,15.5,0,342.6,2.1,1004.2,1008.9,55.5,0,0
119,2022-06-01 03:54,15.8,0,335.1,2.4,1004.4,1009.1,54.5,0,0
119,2022-06-01 03:55,16.1,0,331.6,2.4,1004.5,1009.2,53.4,0,0
119,2022-06-01 03:56,16.3,0,336.5,3.1,1004.6,1009.3,51.9,0,0
119,2022-06-01 03:57,16.5,0,320.6,2.9,1004.7,1009.4,51.4,0,0
119,2022-06-01 03:58,16.5,0,320.2,2.8,1004.9,1009.6,52.5,0,0
119,2022-06-01 03:59,16.6,0,324.1,3.3,1005,1009.7,53,0,0
119,2022-06-01 04:00,16.6,0,314.4,3.6,1005.2,1009.9,52.5,0,0
119,2022-06-01 04:01,16.8,0,321,3.7,1005.3,1010,52.6,0,0
119,2022-06-01 04:02,16.9,0,318.5,4.4,1005.3,1010,52.4,0,0
119,2022-06-01 04:03,16.9,0,315,4.6,1005.4,1010.1,52.6,0,0
119,2022-06-01 04:04,16.9,0,313.3,4,1005.4,1010.1,52.5,0,0
119,2022-06-01 04:05,17,0,320.4,4.8,1005.4,1010.1,51.3,0,0
119,2022-06-01 04:06,17.1,0,314.7,3.7,1005.4,1010.1,52.2,0,0
119,2022-06-01 04:07,17.1,0,326.2,3,1005.4,1010.1,53.1,0,0
119,2022-06-01 04:08,17,0,297.5,2.6,1005.4,1010.1,54.8,0,0
119,2022-06-01 04:09,16.9,0,302.2,3.7,1005.3,1010,55,0,0
119,2022-06-01 04:10,16.9,0,298.5,3,1005.3,1010,54.8,0,0
119,2022-06-01 04:11,16.9,0,301.9,2.4,1005.2,1009.9,54.8,0,0
119,2022-06-01 04:12,17,0,287.9,2.3,1005.1,1009.8,52.4,0,0
119,2022-06-01 04:13,17.1,0,277.9,.8,1004.9,1009.6,52.1,0,0
119,2022-06-01 04:14,17.1,0,233.7,1,1004.8,1009.5,52,0,0
119,2022-06-01 04:15,17,0,248,.9,1004.7,1009.4,52.2,0,0
119,2022-06-01 04:16,17,0,251,.9,1004.7,1009.4,51.8,0,0
119,2022-06-01 04:17,16.9,0,264.9,.7,1004.8,1009.5,52.5,0,0
119,2022-06-01 04:18,16.9,0,285.7,.6,1004.8,1009.5,52.5,0,0
119,2022-06-01 04:19,16.9,0,319.5,.9,1004.9,1009.6,52.1,0,0
119,2022-06-01 04:20,16.8,0,331,1.3,1005,1009.7,53.5,0,0
119,2022-06-01 04:21,16.7,0,332.9,2.1,1005.1,1009.8,52.9,0,0
119,2022-06-01 04:22,16.6,0,330.6,2.5,1005.3,1010,52.6,0,0
119,2022-06-01 04:23,16.6,0,332.3,2.7,1005.4,1010.1,52.5,0,0
119,2022-06-01 04:24,16.5,0,339.1,2.7,1005.4,1010.1,52.7,0,0
119,2022-06-01 04:25,16.6,0,342,2.8,1005.5,1010.2,51.9,0,0
119,2022-06-01 04:26,16.7,0,337,2.7,1005.5,1010.2,50.8,0,0
119,2022-06-01 04:27,16.8,0,330.6,2.1,1005.5,1010.2,50.8,0,0
119,2022-06-01 04:28,16.9,0,336.5,2.3,1005.4,1010.1,49.4,0,0
119,2022-06-01 04:29,17.2,0,323.7,1.8,1005.4,1010.1,48.1,0,0
119,2022-06-01 04:30,17.3,0,338.8,1.7,1005.3,1010,47.8,0,0
119,2022-06-01 04:31,17.3,0,330.8,1.3,1005.2,1009.9,47.5,0,0
119,2022-06-01 04:32,17.4,0,337.8,1.1,1005.2,1009.9,46.8,0,0
119,2022-06-01 04:33,17.4,0,321.5,1.3,1005.1,1009.8,46.6,0,0
119,2022-06-01 04:34,17.4,0,325.2,1.1,1005.1,1009.8,46.7,0,0
119,2022-06-01 04:35,17.3,0,327,1,1005.1,1009.8,46.7,0,0
119,2022-06-01 04:36,17.3,0,312.1,1,1005.1,1009.8,46.5,0,0
119,2022-06-01 04:37,17.3,0,298.1,.8,1005.1,1009.8,46.5,0,0
119,2022-06-01 04:38,17.3,0,240.8,.7,1005,1009.7,46.1,0,0
119,2022-06-01 04:39,17.2,0,248,.7,1005,1009.7,47.4,0,0
119,2022-06-01 04:40,16.9,0,240.2,.9,1005,1009.7,48.7,0,0
119,2022-06-01 04:41,16.7,0,236.8,.9,1005,1009.7,48.8,0,0
119,2022-06-01 04:42,16.5,0,232,1,1005,1009.7,49.9,0,0
119,2022-06-01 04:43,16.5,0,252.6,.9,1005,1009.7,50.3,0,0
119,2022-06-01 04:44,16.5,0,279.4,.7,1005.1,1009.8,50.4,0,0
119,2022-06-01 04:45,16.5,0,324.9,.6,1005.1,1009.8,49.9,0,0
119,2022-06-01 04:46,16.5,0,321.6,.9,1005.1,1009.8,50.7,0,0
119,2022-06-01 04:47,16.3,0,318.9,.9,1005.2,1009.9,50.8,0,0
119,2022-06-01 04:48,16.1,0,318.6,.8,1005.1,1009.8,51.1,0,0
119,2022-06-01 04:49,16,0,298.2,.8,1005.1,1009.8,51.1,0,0
119,2022-06-01 04:50,15.9,0,255.2,1,1005,1009.7,51.4,0,0
119,2022-06-01 04:51,16,0,226.9,.9,1004.9,1009.6,51.8,0,0
119,2022-06-01 04:52,15.9,0,209,1.1,1004.7,1009.4,52.4,0,0
119,2022-06-01 04:53,15.9,0,190.5,2,1004.5,1009.2,52.7,0,0
119,2022-06-01 04:54,16,0,176.8,2.7,1004.3,1009,52.3,0,0
119,2022-06-01 04:55,16.1,0,173.5,2.8,1004.2,1008.9,51.4,0,0
119,2022-06-01 04:56,16.2,0,182.5,2.5,1004.1,1008.8,50.9,0,0
119,2022-06-01 04:57,16.4,0,152.5,1.4,1004.2,1008.9,49.8,0,0
119,2022-06-01 04:58,16.5,0,352.3,.8,1004.5,1009.2,50.4,0,0
119,2022-06-01 04:59,16.3,0,345.8,2.4,1004.7,1009.4,51,0,0
119,2022-06-01 05:00,16.3,0,354.3,3.7,1005,1009.7,50.5,0,0
119,2022-06-01 05:01,16.3,0,344.5,3.9,1005.1,1009.8,50.1,0,0
119,2022-06-01 05:02,16.4,0,328.3,3.3,1005.2,1009.9,49.3,0,0
119,2022-06-01 05:03,16.6,0,335.6,3.1,1005.2,1009.9,49,0,0
119,2022-06-01 05:04,16.7,0,328.6,2.6,1005.2,1009.9,48.6,0,0
119,2022-06-01 05:05,16.8,0,306.1,1,1005.1,1009.8,48,0,0
119,2022-06-01 05:06,16.9,0,244.7,.9,1005,1009.7,47.6,0,0
119,2022-06-01 05:07,16.9,0,181.6,1.4,1004.8,1009.5,48,0,0
119,2022-06-01 05:08,16.8,0,180.5,2.7,1004.5,1009.2,48.2,0,0
119,2022-06-01 05:09,16.7,0,174.3,3.5,1004.3,1009,48.5,0,0
119,2022-06-01 05:10,16.6,0,171.8,3.9,1004.1,1008.8,49,0,0
119,2022-06-01 05:11,16.6,0,174.7,3.8,1004,1008.7,48.8,0,0
119,2022-06-01 05:12,16.8,0,179.3,3.4,1004,1008.7,48.4,0,0
119,2022-06-01 05:13,16.9,0,189.3,3,1004,1008.7,48.2,0,0
119,2022-06-01 05:14,17,0,181,2.3,1004.1,1008.8,47.6,0,0
119,2022-06-01 05:15,17.2,0,244,1.3,1004.3,1009,46.7,0,0
119,2022-06-01 05:16,17.1,0,344.9,1.1,1004.4,1009.1,47.5,0,0
